#Drug,Gene
CID000000271,P999
CID000000271,P90594
CID000000271,P3371
CID000000271,P100507290
CID000000271,P90268
CID000000271,P140576
CID000000271,P50506
CID000000271,P26063
CID000000271,P85477
CID000000271,P80150
CID000000271,P79009
CID000000271,P22921
CID000000271,P1193
CID000000271,P9369
CID000000271,P10699
CID000000271,P149076
CID000000271,P8986
CID000000271,P60681
CID000000271,P22835
CID000000271,P124401
CID000000271,P3799
CID000000271,P3798
CID000000271,P3797
CID000000271,P3796
CID000000271,P3791
CID000000271,P56898
CID000000271,P3792
CID000000271,P2155
CID000000271,P2157
CID000000271,P10749
CID000000271,P2153
CID000000271,P6241
CID000000271,P81889
CID000000271,P2158
CID000000271,P2159
CID000000271,P80024
CID000000271,P10525
CID000000271,P203100
CID000000271,P255220
CID000000271,P10521
CID000000271,P10520
CID000000271,P54207
CID000000271,P54205
CID000000271,P83942
CID000000271,P1959
CID000000271,P1958
CID000000271,P8871
CID000000271,P3249
CID000000271,P3248
CID000000271,P80032
CID000000271,P8877
CID000000271,P80119
CID000000271,P3241
CID000000271,P3240
CID000000271,P7311
CID000000271,P3083
CID000000271,P387032
CID000000271,P390790
CID000000271,P54511
CID000000271,P828
CID000000271,P825
CID000000271,P824
CID000000271,P826
CID000000271,P821
CID000000271,P823
CID000000271,P125919
CID000000271,P84527
CID000000271,P285971
CID000000271,P4312
CID000000271,P58499
CID000000271,P4313
CID000000271,P7035
CID000000271,P3308
CID000000271,P3309
CID000000271,P3306
CID000000271,P58492
CID000000271,P5496
CID000000271,P49854
CID000000271,P795
CID000000271,P794
CID000000271,P793
CID000000271,P790
CID000000271,P1719
CID000000271,P246176
CID000000271,P146547
CID000000271,P146542
CID000000271,P146540
CID000000271,P100131827
CID000000271,P162962
CID000000271,P162963
CID000000271,P112714
CID000000271,P162966
CID000000271,P162967
CID000000271,P162968
CID000000271,P7789
CID000000271,P285598
CID000000271,P151742
CID000000271,P79754
CID000000271,P79759
CID000000271,P7145
CID000000271,P7143
CID000000271,P1009
CID000000271,P1008
CID000000271,P1007
CID000000271,P8720
CID000000271,P1005
CID000000271,P1004
CID000000271,P1003
CID000000271,P1002
CID000000271,P1000
CID000000271,P139741
CID000000271,P8050
CID000000271,P339761
CID000000271,P2257
CID000000271,P23126
CID000000271,P50856
CID000000271,P339768
CID000000271,P51333
CID000000271,P343637
CID000000271,P7562
CID000000271,P728113
CID000000271,P7498
CID000000271,P2888
CID000000271,P11012
CID000000271,P284382
CID000000271,P100128927
CID000000271,P23017
CID000000271,P91734
CID000000271,P126133
CID000000271,P55644
CID000000271,P55311
CID000000271,P92285
CID000000271,P92283
CID000000271,P23239
CID000000271,P11330
CID000000271,P1286
CID000000271,P221191
CID000000271,P136371
CID000000271,P8473
CID000000271,P6402
CID000000271,P6403
CID000000271,P13
CID000000271,P6401
CID000000271,P15
CID000000271,P6405
CID000000271,P27033
CID000000271,P27032
CID000000271,P8187
CID000000271,P7568
CID000000271,P7569
CID000000271,P7764
CID000000271,P7766
CID000000271,P7767
CID000000271,P7760
CID000000271,P7761
CID000000271,P7762
CID000000271,P128611
CID000000271,P338567
CID000000271,P10201
CID000000271,P253461
CID000000271,P7768
CID000000271,P7769
CID000000271,P3906
CID000000271,P100101467
CID000000271,P55205
CID000000271,P3909
CID000000271,P84836
CID000000271,P6742
CID000000271,P26290
CID000000271,P81544
CID000000271,P9658
CID000000271,P22834
CID000000271,P27107
CID000000271,P221079
CID000000271,P389434
CID000000271,P64802
CID000000271,P30820
CID000000271,P92999
CID000000271,P51326
CID000000271,P342909
CID000000271,P55663
CID000000271,P117286
CID000000271,P203
CID000000271,P205
CID000000271,P260429
CID000000271,P51816
CID000000271,P208
CID000000271,P56311
CID000000271,P831
CID000000271,P100996464
CID000000271,P1572
CID000000271,P374900
CID000000271,P130749
CID000000271,P79717
CID000000271,P23025
CID000000271,P56261
CID000000271,P29068
CID000000271,P201514
CID000000271,P201516
CID000000271,P57687
CID000000271,P57684
CID000000271,P349075
CID000000271,P57134
CID000000271,P57689
CID000000271,P57136
CID000000271,P57130
CID000000271,P653269
CID000000271,P1307
CID000000271,P2091
CID000000271,P653121
CID000000271,P2099
CID000000271,P2098
CID000000271,P50489
CID000000271,P140462
CID000000271,P140461
CID000000271,P140467
CID000000271,P140465
CID000000271,P85460
CID000000271,P130106
CID000000271,P140469
CID000000271,P85464
CID000000271,P223117
CID000000271,P64978
CID000000271,P389549
CID000000271,P23208
CID000000271,P26275
CID000000271,P9379
CID000000271,P9378
CID000000271,P197407
CID000000271,P85481
CID000000271,P9371
CID000000271,P9370
CID000000271,P113612
CID000000271,P4883
CID000000271,P9374
CID000000271,P9377
CID000000271,P94121
CID000000271,P94120
CID000000271,P64375
CID000000271,P64376
CID000000271,P23590
CID000000271,P80031
CID000000271,P79973
CID000000271,P339967
CID000000271,P54522
CID000000271,P2147
CID000000271,P81035
CID000000271,P10753
CID000000271,P85004
CID000000271,P10533
CID000000271,P10535
CID000000271,P90141
CID000000271,P9159
CID000000271,P3276
CID000000271,P3275
CID000000271,P153218
CID000000271,P58157
CID000000271,P445582
CID000000271,P84288
CID000000271,P8888
CID000000271,P285349
CID000000271,P347527
CID000000271,P8886
CID000000271,P8883
CID000000271,P23658
CID000000271,P2934
CID000000271,P84517
CID000000271,P5447
CID000000271,P10224
CID000000271,P3310
CID000000271,P3312
CID000000271,P10221
CID000000271,P5480
CID000000271,P9391
CID000000271,P7597
CID000000271,P9833
CID000000271,P83886
CID000000271,P83887
CID000000271,P415116
CID000000271,P415117
CID000000271,P162972
CID000000271,P442117
CID000000271,P162979
CID000000271,P339231
CID000000271,P60
CID000000271,P3004
CID000000271,P7280
CID000000271,P3001
CID000000271,P3000
CID000000271,P3003
CID000000271,P3002
CID000000271,P7694
CID000000271,P1588
CID000000271,P79744
CID000000271,P339327
CID000000271,P1582
CID000000271,P7156
CID000000271,P1580
CID000000271,P1581
CID000000271,P1586
CID000000271,P339324
CID000000271,P1584
CID000000271,P1585
CID000000271,P57016
CID000000271,P284349
CID000000271,P7697
CID000000271,P1032
CID000000271,P1030
CID000000271,P1031
CID000000271,P284346
CID000000271,P501
CID000000271,P284654
CID000000271,P632
CID000000271,P729747
CID000000271,P1215
CID000000271,P51479
CID000000271,P7693
CID000000271,P6520
CID000000271,P161176
CID000000271,P92565
CID000000271,P5654
CID000000271,P5655
CID000000271,P5652
CID000000271,P257629
CID000000271,P5650
CID000000271,P5651
CID000000271,P339487
CID000000271,P687
CID000000271,P2899
CID000000271,P2898
CID000000271,P2895
CID000000271,P2897
CID000000271,P2891
CID000000271,P2890
CID000000271,P2893
CID000000271,P2892
CID000000271,P7753
CID000000271,P79364
CID000000271,P129607
CID000000271,P79363
CID000000271,P338324
CID000000271,P55628
CID000000271,P11326
CID000000271,P148266
CID000000271,P10320
CID000000271,P11328
CID000000271,P23221
CID000000271,P54925
CID000000271,P23224
CID000000271,P7571
CID000000271,P7570
CID000000271,P5728
CID000000271,P7572
CID000000271,P6419
CID000000271,P7574
CID000000271,P7576
CID000000271,P7579
CID000000271,P5723
CID000000271,P221458
CID000000271,P55079
CID000000271,P51552
CID000000271,P7776
CID000000271,P50846
CID000000271,P7773
CID000000271,P7772
CID000000271,P7771
CID000000271,P7770
CID000000271,P170712
CID000000271,P80162
CID000000271,P3915
CID000000271,P3911
CID000000271,P93492
CID000000271,P8310
CID000000271,P4794
CID000000271,P81551
CID000000271,P4796
CID000000271,P4790
CID000000271,P4791
CID000000271,P4792
CID000000271,P4793
CID000000271,P4153
CID000000271,P4150
CID000000271,P4151
CID000000271,P93166
CID000000271,P4157
CID000000271,P11252
CID000000271,P11253
CID000000271,P64816
CID000000271,P9928
CID000000271,P10880
CID000000271,P9923
CID000000271,P9924
CID000000271,P9925
CID000000271,P51314
CID000000271,P216
CID000000271,P217
CID000000271,P64782
CID000000271,P55503
CID000000271,P55500
CID000000271,P64787
CID000000271,P218
CID000000271,P219
CID000000271,P166793
CID000000271,P51175
CID000000271,P51174
CID000000271,P6649
CID000000271,P51171
CID000000271,P51170
CID000000271,P340075
CID000000271,P5906
CID000000271,P7804
CID000000271,P121340
CID000000271,P3480
CID000000271,P57697
CID000000271,P57693
CID000000271,P377047
CID000000271,P150465
CID000000271,P9973
CID000000271,P54811
CID000000271,P3643
CID000000271,P353497
CID000000271,P167227
CID000000271,P64968
CID000000271,P6390
CID000000271,P6391
CID000000271,P6396
CID000000271,P26057
CID000000271,P57232
CID000000271,P64147
CID000000271,P9426
CID000000271,P2778
CID000000271,P2779
CID000000271,P10327
CID000000271,P5018
CID000000271,P57343
CID000000271,P80198
CID000000271,P2774
CID000000271,P2775
CID000000271,P2776
CID000000271,P81932
CID000000271,P5164
CID000000271,P81930
CID000000271,P9493
CID000000271,P342132
CID000000271,P1850
CID000000271,P1852
CID000000271,P4968
CID000000271,P4967
CID000000271,P81027
CID000000271,P9543
CID000000271,P9540
CID000000271,P9726
CID000000271,P9723
CID000000271,P24137
CID000000271,P10782
CID000000271,P10781
CID000000271,P244
CID000000271,P3265
CID000000271,P3266
CID000000271,P5125
CID000000271,P440077
CID000000271,P51074
CID000000271,P5122
CID000000271,P7378
CID000000271,P440279
CID000000271,P147948
CID000000271,P116039
CID000000271,P83849
CID000000271,P22989
CID000000271,P7376
CID000000271,P26984
CID000000271,P53335
CID000000271,P167359
CID000000271,P147015
CID000000271,P1583
CID000000271,P255189
CID000000271,P7155
CID000000271,P29922
CID000000271,P127731
CID000000271,P1069
CID000000271,P168374
CID000000271,P84503
CID000000271,P10376
CID000000271,P9037
CID000000271,P7018
CID000000271,P9039
CID000000271,P399687
CID000000271,P7010
CID000000271,P1738
CID000000271,P342357
CID000000271,P5230
CID000000271,P5232
CID000000271,P100288562
CID000000271,P54798
CID000000271,P733
CID000000271,P1737
CID000000271,P654254
CID000000271,P84614
CID000000271,P84617
CID000000271,P347240
CID000000271,P79088
CID000000271,P29895
CID000000271,P84000
CID000000271,P758
CID000000271,P64763
CID000000271,P1594
CID000000271,P3073
CID000000271,P3074
CID000000271,P3075
CID000000271,P1593
CID000000271,P1592
CID000000271,P2950
CID000000271,P91392
CID000000271,P2952
CID000000271,P2953
CID000000271,P5345
CID000000271,P7168
CID000000271,P283420
CID000000271,P5340
CID000000271,P340562
CID000000271,P9156
CID000000271,P247
CID000000271,P3785
CID000000271,P1029
CID000000271,P7167
CID000000271,P3423
CID000000271,P83983
CID000000271,P79175
CID000000271,P79177
CID000000271,P83988
CID000000271,P284406
CID000000271,P338699
CID000000271,P604
CID000000271,P79797
CID000000271,P1208
CID000000271,P602
CID000000271,P1200
CID000000271,P3426
CID000000271,P284390
CID000000271,P284391
CID000000271,P30819
CID000000271,P30818
CID000000271,P59348
CID000000271,P30811
CID000000271,P5646
CID000000271,P3104
CID000000271,P3105
CID000000271,P3106
CID000000271,P3107
CID000000271,P136991
CID000000271,P8673
CID000000271,P8676
CID000000271,P8674
CID000000271,P1119
CID000000271,P23036
CID000000271,P23035
CID000000271,P23034
CID000000271,P171017
CID000000271,P100528030
CID000000271,P117608
CID000000271,P23213
CID000000271,P91975
CID000000271,P55191
CID000000271,P50944
CID000000271,P126375
CID000000271,P65982
CID000000271,P23586
CID000000271,P489
CID000000271,P118429
CID000000271,P487
CID000000271,P84878
CID000000271,P11315
CID000000271,P11313
CID000000271,P26505
CID000000271,P23589
CID000000271,P10975
CID000000271,P6469
CID000000271,P7589
CID000000271,P7584
CID000000271,P51011
CID000000271,P7586
CID000000271,P51545
CID000000271,P7580
CID000000271,P7581
CID000000271,P51540
CID000000271,P730087
CID000000271,P7746
CID000000271,P6233
CID000000271,P7745
CID000000271,P169044
CID000000271,P7748
CID000000271,P126208
CID000000271,P374655
CID000000271,P374654
CID000000271,P84871
CID000000271,P23361
CID000000271,P6729
CID000000271,P8309
CID000000271,P132724
CID000000271,P51302
CID000000271,P51303
CID000000271,P115950
CID000000271,P11261
CID000000271,P11260
CID000000271,P11266
CID000000271,P4143
CID000000271,P5653
CID000000271,P84914
CID000000271,P221223
CID000000271,P64772
CID000000271,P124989
CID000000271,P80724
CID000000271,P340665
CID000000271,P58500
CID000000271,P51166
CID000000271,P51168
CID000000271,P158431
CID000000271,P25850
CID000000271,P6653
CID000000271,P253639
CID000000271,P55224
CID000000271,P10808
CID000000271,P51760
CID000000271,P65975
CID000000271,P56242
CID000000271,P5911
CID000000271,P5912
CID000000271,P57118
CID000000271,P259217
CID000000271,P120227
CID000000271,P57111
CID000000271,P57116
CID000000271,P23119
CID000000271,P9775
CID000000271,P3678
CID000000271,P6389
CID000000271,P3674
CID000000271,P653781
CID000000271,P148268
CID000000271,P2548
CID000000271,P57194
CID000000271,P57592
CID000000271,P57591
CID000000271,P27304
CID000000271,P27306
CID000000271,P27300
CID000000271,P57209
CID000000271,P161823
CID000000271,P64174
CID000000271,P64172
CID000000271,P26253
CID000000271,P124454
CID000000271,P2769
CID000000271,P57576
CID000000271,P57571
CID000000271,P390928
CID000000271,P57573
CID000000271,P390927
CID000000271,P2767
CID000000271,P2764
CID000000271,P3676
CID000000271,P9487
CID000000271,P6271
CID000000271,P6273
CID000000271,P1848
CID000000271,P6275
CID000000271,P130013
CID000000271,P6276
CID000000271,P1843
CID000000271,P6278
CID000000271,P1841
CID000000271,P1847
CID000000271,P1846
CID000000271,P1845
CID000000271,P1844
CID000000271,P4951
CID000000271,P2161
CID000000271,P2160
CID000000271,P2162
CID000000271,P54496
CID000000271,P54495
CID000000271,P122042
CID000000271,P345651
CID000000271,P2618
CID000000271,P57621
CID000000271,P10794
CID000000271,P10795
CID000000271,P3290
CID000000271,P10791
CID000000271,P10020
CID000000271,P10793
CID000000271,P255738
CID000000271,P163688
CID000000271,P22836
CID000000271,P22977
CID000000271,P113675
CID000000271,P254173
CID000000271,P54816
CID000000271,P112817
CID000000271,P360203
CID000000271,P84570
CID000000271,P360200
CID000000271,P810
CID000000271,P57665
CID000000271,P10247
CID000000271,P5229
CID000000271,P2272
CID000000271,P22881
CID000000271,P817
CID000000271,P29883
CID000000271,P744
CID000000271,P171392
CID000000271,P7174
CID000000271,P7177
CID000000271,P142686
CID000000271,P7170
CID000000271,P7179
CID000000271,P56341
CID000000271,P5888
CID000000271,P1056
CID000000271,P129025
CID000000271,P388558
CID000000271,P83990
CID000000271,P157310
CID000000271,P115560
CID000000271,P4311
CID000000271,P79784
CID000000271,P79785
CID000000271,P4314
CID000000271,P4316
CID000000271,P4317
CID000000271,P283373
CID000000271,P4319
CID000000271,P151531
CID000000271,P79788
CID000000271,P79789
CID000000271,P11044
CID000000271,P54101
CID000000271,P54102
CID000000271,P8795
CID000000271,P113179
CID000000271,P344805
CID000000271,P80179
CID000000271,P8645
CID000000271,P8642
CID000000271,P51557
CID000000271,P23026
CID000000271,P1495
CID000000271,P23200
CID000000271,P8427
CID000000271,P23203
CID000000271,P1300
CID000000271,P1301
CID000000271,P1302
CID000000271,P2595
CID000000271,P50484
CID000000271,P66002
CID000000271,P1308
CID000000271,P10881
CID000000271,P5740
CID000000271,P27044
CID000000271,P23598
CID000000271,P495
CID000000271,P490
CID000000271,P491
CID000000271,P493
CID000000271,P5586
CID000000271,P26
CID000000271,P5585
CID000000271,P5582
CID000000271,P5583
CID000000271,P5580
CID000000271,P5581
CID000000271,P51573
CID000000271,P7596
CID000000271,P7594
